date,lat,lon,sst
27/12/2003,-15.55555556,133.3333333,26.41
28/12/2003,-2.222222222,100,27.36
29/12/2003,-20,150,26.84
30/12/2003,-20,133.3333333,26.83
31/12/2003,-11.11111111,133.3333333,27.05
01/01/2004,20,138.8888889,27.08
02/01/2004,15.55555556,150,27.31
03/01/2004,-15.55555556,127.7777778,26.67
04/01/2004,20,127.7777778,26.9
05/01/2004,-15.55555556,127.7777778,27.47
06/01/2004,-6.666666667,133.3333333,27.14
07/01/2004,20,127.7777778,27.35
08/01/2004,11.11111111,100,27.42
09/01/2004,15.55555556,127.7777778,27.38
10/01/2004,6.666666667,116.6666667,27.13
11/01/2004,2.222222222,138.8888889,27.25
12/01/2004,-20,111.1111111,27.17
13/01/2004,2.222222222,144.4444444,27.13
14/01/2004,15.55555556,122.2222222,27.29
15/01/2004,-11.11111111,111.1111111,27.35
16/01/2004,20,144.4444444,27.96
17/01/2004,-11.11111111,116.6666667,27.81
18/01/2004,20,133.3333333,28.03
19/01/2004,-11.11111111,133.3333333,27.67
20/01/2004,-6.666666667,150,26.96
21/01/2004,-2.222222222,144.4444444,28.51
22/01/2004,-15.55555556,116.6666667,27.57
23/01/2004,-11.11111111,100,28.07
24/01/2004,-15.55555556,133.3333333,27.71
25/01/2004,15.55555556,105.5555556,27.85
26/01/2004,2.222222222,127.7777778,27.4
27/01/2004,2.222222222,150,28.3
28/01/2004,-2.222222222,144.4444444,28.01
29/01/2004,-15.55555556,105.5555556,27.76
30/01/2004,-15.55555556,111.1111111,28.01
31/01/2004,11.11111111,100,28.26
01/02/2004,20,111.1111111,27.89
02/02/2004,-6.666666667,150,28.11
03/02/2004,-20,122.2222222,28.49
04/02/2004,15.55555556,138.8888889,27.87
05/02/2004,6.666666667,105.5555556,28.14
06/02/2004,20,144.4444444,28.22
07/02/2004,20,144.4444444,28.28
08/02/2004,-6.666666667,111.1111111,27.85
09/02/2004,-11.11111111,150,28.05
10/02/2004,15.55555556,122.2222222,28.99
11/02/2004,-11.11111111,100,28.35
12/02/2004,11.11111111,105.5555556,28.05
13/02/2004,-15.55555556,105.5555556,28.69
14/02/2004,-6.666666667,100,28.53
15/02/2004,-11.11111111,150,28.68
16/02/2004,15.55555556,133.3333333,28.94
17/02/2004,11.11111111,111.1111111,28.86
18/02/2004,6.666666667,144.4444444,28.6
19/02/2004,-20,111.1111111,28.39
20/02/2004,2.222222222,144.4444444,28.47
21/02/2004,15.55555556,122.2222222,28.13
22/02/2004,20,105.5555556,28.56
23/02/2004,15.55555556,150,28.45
24/02/2004,-6.666666667,122.2222222,28.6
25/02/2004,2.222222222,144.4444444,28.67
26/02/2004,-11.11111111,116.6666667,28.23
27/02/2004,-20,133.3333333,28.37
28/02/2004,-15.55555556,133.3333333,28.72
29/02/2004,20,138.8888889,28.39
01/03/2004,-11.11111111,127.7777778,28.65
02/03/2004,15.55555556,138.8888889,28.74
03/03/2004,-6.666666667,133.3333333,28.56
04/03/2004,20,105.5555556,29.32
05/03/2004,2.222222222,138.8888889,28.83
06/03/2004,-11.11111111,105.5555556,28.8
07/03/2004,-2.222222222,150,28.25
08/03/2004,-6.666666667,122.2222222,29.03
09/03/2004,-2.222222222,111.1111111,28.89
10/03/2004,11.11111111,127.7777778,28.76
11/03/2004,15.55555556,127.7777778,28.92
12/03/2004,-15.55555556,138.8888889,28.92
13/03/2004,-6.666666667,133.3333333,28.95
14/03/2004,6.666666667,133.3333333,29.27
15/03/2004,6.666666667,144.4444444,28.79
16/03/2004,6.666666667,144.4444444,28.91
17/03/2004,6.666666667,116.6666667,29.01
18/03/2004,-15.55555556,111.1111111,29
19/03/2004,-6.666666667,111.1111111,29.2
20/03/2004,11.11111111,116.6666667,29.12
21/03/2004,-20,127.7777778,28.76
22/03/2004,-2.222222222,150,28.71
23/03/2004,15.55555556,111.1111111,28.85
24/03/2004,15.55555556,111.1111111,28.77
25/03/2004,2.222222222,127.7777778,28.77
26/03/2004,2.222222222,116.6666667,29.02
27/03/2004,11.11111111,105.5555556,28.68
28/03/2004,-20,133.3333333,28.77
29/03/2004,-11.11111111,100,28.54
30/03/2004,-2.222222222,144.4444444,29.61
31/03/2004,2.222222222,116.6666667,29.35
01/04/2004,15.55555556,138.8888889,28.83
02/04/2004,-20,111.1111111,28.91
03/04/2004,15.55555556,138.8888889,28.47
04/04/2004,11.11111111,127.7777778,28.83
05/04/2004,15.55555556,116.6666667,28.66
06/04/2004,-11.11111111,116.6666667,28.86
07/04/2004,-2.222222222,105.5555556,28.8
08/04/2004,20,150,29.03
09/04/2004,-20,100,29.73
10/04/2004,-2.222222222,100,29.28
11/04/2004,-2.222222222,100,29
12/04/2004,20,138.8888889,29.06
13/04/2004,-15.55555556,127.7777778,29.03
14/04/2004,2.222222222,111.1111111,29.13
15/04/2004,6.666666667,133.3333333,29.58
16/04/2004,-15.55555556,122.2222222,28.7
17/04/2004,-20,150,28.39
18/04/2004,15.55555556,111.1111111,29.22
19/04/2004,2.222222222,144.4444444,28.74
20/04/2004,-15.55555556,116.6666667,28.6
21/04/2004,-6.666666667,127.7777778,29.3
22/04/2004,2.222222222,122.2222222,28.58
23/04/2004,20,127.7777778,28.62
24/04/2004,15.55555556,127.7777778,29.09
25/04/2004,15.55555556,133.3333333,28.88
26/04/2004,6.666666667,144.4444444,28.54
27/04/2004,-15.55555556,105.5555556,28.91
28/04/2004,6.666666667,138.8888889,29.06
29/04/2004,-15.55555556,116.6666667,28.44
30/04/2004,6.666666667,138.8888889,28.86
01/05/2004,6.666666667,144.4444444,28.41
02/05/2004,20,127.7777778,29.19
03/05/2004,-6.666666667,144.4444444,28.71
04/05/2004,6.666666667,138.8888889,28.88
05/05/2004,20,105.5555556,28.63
06/05/2004,2.222222222,133.3333333,29
07/05/2004,6.666666667,116.6666667,28.84
08/05/2004,2.222222222,105.5555556,28.28
09/05/2004,20,105.5555556,28.17
10/05/2004,-6.666666667,100,29.14
11/05/2004,15.55555556,127.7777778,27.84
12/05/2004,-15.55555556,138.8888889,28.5
13/05/2004,6.666666667,116.6666667,28.79
14/05/2004,20,100,28.25
15/05/2004,-11.11111111,100,28.88
16/05/2004,20,127.7777778,28.43
17/05/2004,-15.55555556,138.8888889,28.47
18/05/2004,15.55555556,122.2222222,28.36
19/05/2004,-2.222222222,127.7777778,28.49
20/05/2004,-11.11111111,116.6666667,28.5
21/05/2004,-11.11111111,150,27.92
22/05/2004,-15.55555556,100,27.75
23/05/2004,20,105.5555556,28.06
24/05/2004,-6.666666667,144.4444444,27.75
25/05/2004,-2.222222222,105.5555556,27.93
26/05/2004,15.55555556,133.3333333,28.24
27/05/2004,-20,138.8888889,28.12
28/05/2004,15.55555556,127.7777778,27.67
29/05/2004,-20,138.8888889,28.04
30/05/2004,-15.55555556,105.5555556,28.37
31/05/2004,-11.11111111,150,28.47
01/06/2004,6.666666667,150,27.99
02/06/2004,6.666666667,111.1111111,28.06
03/06/2004,20,111.1111111,28
04/06/2004,15.55555556,127.7777778,27.44
05/06/2004,20,144.4444444,27.41
06/06/2004,-15.55555556,138.8888889,27.7
07/06/2004,11.11111111,111.1111111,28
08/06/2004,-6.666666667,105.5555556,27.14
09/06/2004,-11.11111111,144.4444444,27.66
10/06/2004,-20,150,27.6
11/06/2004,-6.666666667,105.5555556,27.83
12/06/2004,6.666666667,150,28.06
13/06/2004,-6.666666667,116.6666667,27.52
14/06/2004,-15.55555556,138.8888889,27.71
15/06/2004,2.222222222,133.3333333,27.54
16/06/2004,-11.11111111,105.5555556,27.19
17/06/2004,-15.55555556,111.1111111,27.32
18/06/2004,20,127.7777778,27.19
19/06/2004,11.11111111,144.4444444,26.93
20/06/2004,-20,116.6666667,27.38
21/06/2004,-20,122.2222222,27.3
22/06/2004,15.55555556,111.1111111,27.79
23/06/2004,-6.666666667,100,27.14
24/06/2004,11.11111111,116.6666667,27.5
25/06/2004,-11.11111111,138.8888889,27.51
26/06/2004,-15.55555556,144.4444444,26.63
27/06/2004,-2.222222222,133.3333333,27.63
28/06/2004,-6.666666667,144.4444444,27.37
29/06/2004,-6.666666667,127.7777778,27.16
30/06/2004,2.222222222,144.4444444,27.14
01/07/2004,-2.222222222,133.3333333,26.22
02/07/2004,-20,100,27.19
03/07/2004,15.55555556,144.4444444,27.05
04/07/2004,6.666666667,105.5555556,26.9
05/07/2004,-2.222222222,127.7777778,26.84
06/07/2004,-11.11111111,133.3333333,27.08
07/07/2004,-11.11111111,127.7777778,26.7
08/07/2004,-11.11111111,100,26.34
09/07/2004,-6.666666667,150,26.62
10/07/2004,15.55555556,144.4444444,26.69
11/07/2004,11.11111111,111.1111111,26.8
12/07/2004,-2.222222222,105.5555556,27.29
13/07/2004,-6.666666667,105.5555556,26.33
14/07/2004,-20,122.2222222,26.01
15/07/2004,-20,138.8888889,26.1
16/07/2004,-15.55555556,133.3333333,26.98
17/07/2004,20,133.3333333,25.74
18/07/2004,20,150,26.42
19/07/2004,-2.222222222,138.8888889,26.49
20/07/2004,15.55555556,127.7777778,26.58
21/07/2004,-2.222222222,116.6666667,26.65
22/07/2004,6.666666667,105.5555556,26.45
23/07/2004,20,127.7777778,26.19
24/07/2004,-2.222222222,127.7777778,26
25/07/2004,11.11111111,122.2222222,26.15
26/07/2004,-11.11111111,100,25.97
27/07/2004,6.666666667,116.6666667,25.83
28/07/2004,11.11111111,122.2222222,26.36
29/07/2004,20,144.4444444,26.09
30/07/2004,20,105.5555556,26.43
31/07/2004,6.666666667,116.6666667,26.12
01/08/2004,15.55555556,144.4444444,25.97
02/08/2004,20,150,26.2
03/08/2004,-11.11111111,116.6666667,25.67
04/08/2004,15.55555556,133.3333333,25.64
05/08/2004,-20,105.5555556,25.66
06/08/2004,20,111.1111111,25.86
07/08/2004,15.55555556,100,25.6
08/08/2004,20,116.6666667,25.97
09/08/2004,-6.666666667,111.1111111,25.84
10/08/2004,-2.222222222,138.8888889,25.83
11/08/2004,6.666666667,105.5555556,25.49
12/08/2004,-15.55555556,111.1111111,25.75
13/08/2004,-11.11111111,122.2222222,25.35
14/08/2004,20,100,25.62
15/08/2004,11.11111111,116.6666667,25.93
16/08/2004,-15.55555556,150,25.32
17/08/2004,20,105.5555556,26.09
18/08/2004,-15.55555556,144.4444444,25.81
19/08/2004,-2.222222222,127.7777778,25.69
20/08/2004,-6.666666667,100,25.46
21/08/2004,20,138.8888889,25.54
22/08/2004,11.11111111,127.7777778,25.3
23/08/2004,-6.666666667,122.2222222,25.46
24/08/2004,-2.222222222,111.1111111,25.08
25/08/2004,-6.666666667,150,25.26
26/08/2004,2.222222222,116.6666667,25.02
27/08/2004,-6.666666667,111.1111111,25.14
28/08/2004,-6.666666667,100,25.41
29/08/2004,-2.222222222,111.1111111,25.03
30/08/2004,15.55555556,138.8888889,25.21
31/08/2004,-2.222222222,105.5555556,25.37
01/09/2004,-2.222222222,133.3333333,25.5
02/09/2004,2.222222222,111.1111111,25.33
03/09/2004,-6.666666667,122.2222222,24.96
04/09/2004,-2.222222222,144.4444444,25.52
05/09/2004,11.11111111,105.5555556,25.73
06/09/2004,15.55555556,133.3333333,24.71
07/09/2004,20,105.5555556,25.2
08/09/2004,-2.222222222,105.5555556,25.78
09/09/2004,11.11111111,144.4444444,25.09
10/09/2004,6.666666667,105.5555556,25.28
11/09/2004,11.11111111,116.6666667,25.67
12/09/2004,11.11111111,116.6666667,24.92
13/09/2004,-6.666666667,122.2222222,25.42
14/09/2004,-11.11111111,133.3333333,24.92
15/09/2004,-15.55555556,127.7777778,24.67
16/09/2004,-20,133.3333333,25.02
17/09/2004,-2.222222222,144.4444444,24.95
18/09/2004,-11.11111111,144.4444444,24.61
19/09/2004,15.55555556,144.4444444,25.69
20/09/2004,-2.222222222,127.7777778,24.82
21/09/2004,-6.666666667,138.8888889,24.4
22/09/2004,6.666666667,127.7777778,25.36
23/09/2004,-11.11111111,122.2222222,25.22
24/09/2004,20,122.2222222,25.12
25/09/2004,-20,150,25.16
26/09/2004,-15.55555556,138.8888889,24.96
27/09/2004,11.11111111,100,25.36
28/09/2004,15.55555556,122.2222222,24.96
29/09/2004,-15.55555556,138.8888889,25.35
30/09/2004,2.222222222,150,25.31
01/10/2004,-20,144.4444444,24.27
02/10/2004,-6.666666667,150,25.15
03/10/2004,2.222222222,133.3333333,25.49
04/10/2004,-11.11111111,111.1111111,25.42
05/10/2004,11.11111111,122.2222222,25.66
06/10/2004,-20,138.8888889,25.29
07/10/2004,-6.666666667,150,24.71
08/10/2004,2.222222222,150,24.55
09/10/2004,15.55555556,116.6666667,25.05
10/10/2004,-2.222222222,105.5555556,25.18
11/10/2004,-20,116.6666667,25.14
12/10/2004,-2.222222222,138.8888889,25
13/10/2004,-6.666666667,122.2222222,25.2
14/10/2004,11.11111111,111.1111111,24.94
15/10/2004,11.11111111,116.6666667,25.13
16/10/2004,-15.55555556,133.3333333,24.94
17/10/2004,6.666666667,122.2222222,25.19
18/10/2004,-11.11111111,111.1111111,24.65
19/10/2004,2.222222222,111.1111111,25.28
20/10/2004,6.666666667,144.4444444,24.73
21/10/2004,20,100,25.7
22/10/2004,-2.222222222,100,24.79
23/10/2004,15.55555556,116.6666667,25.07
24/10/2004,-15.55555556,138.8888889,24.96
25/10/2004,20,122.2222222,24.8
26/10/2004,-15.55555556,111.1111111,25.18
27/10/2004,11.11111111,116.6666667,25.23
28/10/2004,-6.666666667,133.3333333,25.29
29/10/2004,11.11111111,150,24.9
30/10/2004,20,144.4444444,24.84
31/10/2004,6.666666667,127.7777778,25.07
01/11/2004,6.666666667,144.4444444,25.56
02/11/2004,-15.55555556,150,25.11
03/11/2004,-11.11111111,111.1111111,25.16
04/11/2004,-20,111.1111111,25.42
05/11/2004,-15.55555556,133.3333333,25.69
06/11/2004,-11.11111111,150,25.55
07/11/2004,-20,116.6666667,25.35
08/11/2004,11.11111111,100,25.49
09/11/2004,-15.55555556,133.3333333,25.47
10/11/2004,2.222222222,105.5555556,25.6
11/11/2004,15.55555556,122.2222222,25.71
12/11/2004,-20,122.2222222,25.54
13/11/2004,-2.222222222,116.6666667,25.22
14/11/2004,11.11111111,144.4444444,25.87
15/11/2004,-2.222222222,122.2222222,26.23
16/11/2004,2.222222222,133.3333333,25.69
17/11/2004,15.55555556,111.1111111,25.43
18/11/2004,-20,100,26.03
19/11/2004,20,144.4444444,25.7
20/11/2004,-2.222222222,133.3333333,26.07
21/11/2004,-20,133.3333333,25.49
22/11/2004,20,138.8888889,26.27
23/11/2004,15.55555556,144.4444444,25.59
24/11/2004,-11.11111111,144.4444444,25.49
25/11/2004,-2.222222222,105.5555556,25.98
26/11/2004,11.11111111,133.3333333,25.93
27/11/2004,11.11111111,138.8888889,25.61
28/11/2004,-11.11111111,127.7777778,25.95
29/11/2004,6.666666667,111.1111111,25.79
30/11/2004,-2.222222222,138.8888889,25.82
01/12/2004,20,105.5555556,25.99
02/12/2004,6.666666667,144.4444444,26.33
03/12/2004,15.55555556,100,26.25
04/12/2004,11.11111111,138.8888889,26.22
05/12/2004,6.666666667,150,25.85
06/12/2004,2.222222222,138.8888889,25.99
07/12/2004,-2.222222222,127.7777778,26.64
08/12/2004,20,111.1111111,25.62
09/12/2004,2.222222222,116.6666667,26.49
10/12/2004,-6.666666667,133.3333333,26.26
11/12/2004,2.222222222,150,26.24
12/12/2004,-15.55555556,138.8888889,26.43
13/12/2004,2.222222222,105.5555556,26.21
14/12/2004,20,111.1111111,26.61
15/12/2004,20,116.6666667,27.28
16/12/2004,11.11111111,144.4444444,25.99
17/12/2004,-6.666666667,105.5555556,26.5
18/12/2004,-11.11111111,138.8888889,25.98
19/12/2004,-20,138.8888889,26.15
20/12/2004,-6.666666667,111.1111111,26.25
21/12/2004,15.55555556,100,26.46
22/12/2004,11.11111111,100,26.69
23/12/2004,-6.666666667,111.1111111,26.79
24/12/2004,-20,144.4444444,26.38
25/12/2004,-20,111.1111111,26.56
26/12/2004,-2.222222222,122.2222222,26.88
27/12/2004,6.666666667,122.2222222,27
28/12/2004,-11.11111111,100,26.82
29/12/2004,-11.11111111,100,26.52
30/12/2004,-15.55555556,105.5555556,26.81
31/12/2004,6.666666667,100,27.14
01/01/2005,-15.55555556,122.2222222,27.4
02/01/2005,6.666666667,116.6666667,27.56
03/01/2005,-15.55555556,138.8888889,27.16
04/01/2005,-6.666666667,122.2222222,27.08
05/01/2005,-6.666666667,105.5555556,27.05
06/01/2005,15.55555556,127.7777778,26.57
07/01/2005,-11.11111111,127.7777778,27.47
08/01/2005,-20,105.5555556,27.64
09/01/2005,-11.11111111,122.2222222,27.24
10/01/2005,20,150,27.25
11/01/2005,6.666666667,150,27.18
12/01/2005,-15.55555556,122.2222222,27.52
13/01/2005,-2.222222222,122.2222222,27.72
14/01/2005,15.55555556,111.1111111,27.29
15/01/2005,6.666666667,116.6666667,27.69
16/01/2005,-11.11111111,111.1111111,27.4
17/01/2005,-20,111.1111111,27.81
18/01/2005,-2.222222222,144.4444444,27.34
19/01/2005,20,127.7777778,27.43
20/01/2005,11.11111111,105.5555556,27.71
21/01/2005,-2.222222222,150,28.09
22/01/2005,20,144.4444444,27.5
23/01/2005,15.55555556,100,27.43
24/01/2005,2.222222222,133.3333333,27.49
25/01/2005,-11.11111111,116.6666667,27.75
26/01/2005,-6.666666667,122.2222222,27.95
27/01/2005,2.222222222,144.4444444,28.71
28/01/2005,2.222222222,127.7777778,27.78
29/01/2005,15.55555556,150,27.99
30/01/2005,15.55555556,100,27.78
31/01/2005,-2.222222222,122.2222222,27.96
01/02/2005,11.11111111,100,28.56
02/02/2005,2.222222222,100,28.15
03/02/2005,-15.55555556,100,28.16
04/02/2005,20,105.5555556,28.69
05/02/2005,-2.222222222,150,28.21
06/02/2005,15.55555556,138.8888889,27.88
07/02/2005,-20,127.7777778,28.59
08/02/2005,-15.55555556,133.3333333,28.23
09/02/2005,15.55555556,122.2222222,28.48
10/02/2005,2.222222222,100,28.41
11/02/2005,-11.11111111,105.5555556,29.21
12/02/2005,15.55555556,122.2222222,28.58
13/02/2005,2.222222222,116.6666667,28.2
14/02/2005,-6.666666667,122.2222222,28.5
15/02/2005,-6.666666667,144.4444444,29.33
16/02/2005,11.11111111,105.5555556,28.28
17/02/2005,-6.666666667,150,28.07
18/02/2005,15.55555556,122.2222222,28.86
19/02/2005,-11.11111111,150,28.59
20/02/2005,-15.55555556,150,28.64
21/02/2005,-15.55555556,150,28.48
22/02/2005,-15.55555556,127.7777778,28.83
23/02/2005,20,138.8888889,28.44
24/02/2005,-20,150,28.26
25/02/2005,-15.55555556,144.4444444,28.16
26/02/2005,2.222222222,127.7777778,28.4
27/02/2005,2.222222222,116.6666667,28.92
28/02/2005,20,144.4444444,28.54
01/03/2005,2.222222222,138.8888889,28.16
02/03/2005,11.11111111,127.7777778,28.98
03/03/2005,20,116.6666667,28.68
04/03/2005,20,105.5555556,28.7
05/03/2005,15.55555556,116.6666667,28.44
06/03/2005,20,105.5555556,28.74
07/03/2005,15.55555556,116.6666667,28.47
08/03/2005,15.55555556,150,28.94
09/03/2005,20,116.6666667,28.38
10/03/2005,6.666666667,150,28.89
11/03/2005,-15.55555556,133.3333333,28.98
12/03/2005,-2.222222222,100,28.97
13/03/2005,-15.55555556,144.4444444,28.74
14/03/2005,15.55555556,111.1111111,28.92
15/03/2005,2.222222222,100,28.95
16/03/2005,-15.55555556,100,29.28
17/03/2005,-2.222222222,116.6666667,29.19
18/03/2005,11.11111111,150,29.2
19/03/2005,6.666666667,150,28.88
20/03/2005,15.55555556,127.7777778,28.79
21/03/2005,20,105.5555556,28.98
22/03/2005,11.11111111,133.3333333,29.3
23/03/2005,2.222222222,105.5555556,28.97
24/03/2005,-2.222222222,144.4444444,28.59
25/03/2005,-20,150,29.09
26/03/2005,-15.55555556,150,29.15
27/03/2005,-6.666666667,138.8888889,29.35
28/03/2005,11.11111111,127.7777778,28.95
29/03/2005,-11.11111111,122.2222222,28.81
30/03/2005,-6.666666667,138.8888889,28.26
31/03/2005,-15.55555556,133.3333333,29.02
01/04/2005,-2.222222222,100,28.97
02/04/2005,11.11111111,116.6666667,29.33
03/04/2005,-20,122.2222222,28.88
04/04/2005,-11.11111111,138.8888889,29.34
05/04/2005,20,105.5555556,28.89
06/04/2005,-15.55555556,150,29.17
07/04/2005,2.222222222,116.6666667,28.72
08/04/2005,-6.666666667,100,28.89
09/04/2005,6.666666667,150,28.79
10/04/2005,20,150,28.94
11/04/2005,6.666666667,111.1111111,28.76
12/04/2005,-11.11111111,138.8888889,28.32
13/04/2005,11.11111111,100,28.89
14/04/2005,-15.55555556,138.8888889,28.91
15/04/2005,15.55555556,144.4444444,28.91
16/04/2005,20,138.8888889,28.45
17/04/2005,-20,138.8888889,28.45
18/04/2005,20,133.3333333,28.93
19/04/2005,2.222222222,122.2222222,29.12
20/04/2005,15.55555556,150,28.78
21/04/2005,-2.222222222,122.2222222,29.31
22/04/2005,6.666666667,133.3333333,29.11
23/04/2005,-6.666666667,111.1111111,29.1
24/04/2005,-11.11111111,133.3333333,28.63
25/04/2005,20,133.3333333,28.64
26/04/2005,11.11111111,150,28.39
27/04/2005,15.55555556,105.5555556,28.74
28/04/2005,-11.11111111,127.7777778,29.08
29/04/2005,-2.222222222,100,28.86
30/04/2005,2.222222222,150,28.44
01/05/2005,-2.222222222,150,28.78
02/05/2005,-2.222222222,100,28.38
03/05/2005,-6.666666667,111.1111111,28.27
04/05/2005,-20,144.4444444,28.82
05/05/2005,-2.222222222,122.2222222,29.02
06/05/2005,-11.11111111,111.1111111,28.27
07/05/2005,-20,127.7777778,28.58
08/05/2005,15.55555556,144.4444444,28.46
09/05/2005,20,138.8888889,29.48
10/05/2005,20,150,28.58
11/05/2005,11.11111111,111.1111111,28.21
12/05/2005,-6.666666667,133.3333333,28.07
13/05/2005,11.11111111,133.3333333,28.09
14/05/2005,6.666666667,100,28.66
15/05/2005,15.55555556,100,28.6
16/05/2005,-6.666666667,150,28.63
17/05/2005,-15.55555556,116.6666667,28.59
18/05/2005,6.666666667,122.2222222,28.59
19/05/2005,-2.222222222,138.8888889,28.21
20/05/2005,20,144.4444444,27.6
21/05/2005,-20,127.7777778,28.5
22/05/2005,2.222222222,127.7777778,28.01
23/05/2005,11.11111111,127.7777778,28.22
24/05/2005,6.666666667,144.4444444,28.05
25/05/2005,15.55555556,150,28.48
26/05/2005,15.55555556,122.2222222,28.39
27/05/2005,-15.55555556,127.7777778,27.78
28/05/2005,15.55555556,116.6666667,27.83
29/05/2005,-6.666666667,133.3333333,28.03
30/05/2005,-11.11111111,122.2222222,27.6
31/05/2005,20,133.3333333,28.53
01/06/2005,-6.666666667,138.8888889,28.13
02/06/2005,-6.666666667,133.3333333,27.51
03/06/2005,20,111.1111111,28.02
04/06/2005,-2.222222222,127.7777778,28.17
05/06/2005,-6.666666667,133.3333333,27.84
06/06/2005,-11.11111111,150,27.86
07/06/2005,15.55555556,138.8888889,27.54
08/06/2005,11.11111111,100,27.95
09/06/2005,11.11111111,150,27.76
10/06/2005,-11.11111111,127.7777778,27.18
11/06/2005,-20,100,27.29
12/06/2005,-20,111.1111111,27.81
13/06/2005,15.55555556,138.8888889,27.78
14/06/2005,15.55555556,127.7777778,27.76
15/06/2005,20,100,27.97
16/06/2005,-20,105.5555556,27.91
17/06/2005,2.222222222,133.3333333,27.14
18/06/2005,-11.11111111,127.7777778,27
19/06/2005,-15.55555556,133.3333333,27.42
20/06/2005,-15.55555556,100,26.9
21/06/2005,-15.55555556,105.5555556,27.34
22/06/2005,2.222222222,150,27.63
23/06/2005,-20,100,27.4
24/06/2005,2.222222222,150,27.33
25/06/2005,-2.222222222,127.7777778,27.19
26/06/2005,-15.55555556,127.7777778,26.72
27/06/2005,11.11111111,127.7777778,27.14
28/06/2005,-6.666666667,122.2222222,26.89
29/06/2005,11.11111111,100,26.85
30/06/2005,6.666666667,144.4444444,26.9
01/07/2005,20,127.7777778,27.06
02/07/2005,-11.11111111,116.6666667,27.31
03/07/2005,-2.222222222,144.4444444,26.43
04/07/2005,-15.55555556,100,26.43
05/07/2005,-11.11111111,116.6666667,27.48
06/07/2005,20,100,27.21
07/07/2005,11.11111111,122.2222222,26.9
08/07/2005,20,105.5555556,26.76
09/07/2005,-11.11111111,100,27.32
10/07/2005,-2.222222222,116.6666667,27.4
11/07/2005,-11.11111111,116.6666667,27.09
12/07/2005,-11.11111111,105.5555556,26.87
13/07/2005,-11.11111111,138.8888889,26.47
14/07/2005,2.222222222,150,26.61
15/07/2005,-20,133.3333333,26.76
16/07/2005,-11.11111111,100,26.01
17/07/2005,6.666666667,138.8888889,26.26
18/07/2005,-20,138.8888889,26.57
19/07/2005,20,144.4444444,26.88
20/07/2005,20,122.2222222,26.45
21/07/2005,-2.222222222,133.3333333,26.78
22/07/2005,20,100,26.13
23/07/2005,6.666666667,100,26.53
24/07/2005,-11.11111111,127.7777778,26.04
25/07/2005,-2.222222222,150,26.03
26/07/2005,6.666666667,105.5555556,25.93
27/07/2005,-11.11111111,127.7777778,26.27
28/07/2005,15.55555556,116.6666667,26.05
29/07/2005,-2.222222222,127.7777778,26.74
30/07/2005,-15.55555556,133.3333333,25.66
31/07/2005,6.666666667,111.1111111,25.92
01/08/2005,15.55555556,105.5555556,26.39
02/08/2005,-6.666666667,100,25.93
03/08/2005,2.222222222,100,26.29
04/08/2005,20,133.3333333,25.89
05/08/2005,6.666666667,111.1111111,25.38
06/08/2005,11.11111111,150,26.12
07/08/2005,6.666666667,100,25.88
08/08/2005,2.222222222,144.4444444,25.98
09/08/2005,6.666666667,122.2222222,26.04
10/08/2005,-15.55555556,105.5555556,25.63
11/08/2005,-15.55555556,116.6666667,25.62
12/08/2005,-20,138.8888889,25.83
13/08/2005,-15.55555556,127.7777778,25.13
14/08/2005,6.666666667,133.3333333,25.54
15/08/2005,20,144.4444444,25.57
16/08/2005,2.222222222,105.5555556,25.8
17/08/2005,2.222222222,105.5555556,25.95
18/08/2005,-6.666666667,111.1111111,25.02
19/08/2005,-11.11111111,138.8888889,25.56
20/08/2005,-11.11111111,116.6666667,25.18
21/08/2005,-15.55555556,133.3333333,25.55
22/08/2005,-20,127.7777778,25.61
23/08/2005,6.666666667,144.4444444,25.33
24/08/2005,-2.222222222,138.8888889,25.4
25/08/2005,-2.222222222,150,25.89
26/08/2005,15.55555556,105.5555556,24.93
27/08/2005,-11.11111111,150,25.35
28/08/2005,-11.11111111,105.5555556,25.52
29/08/2005,-2.222222222,111.1111111,24.54
30/08/2005,15.55555556,100,25.12
31/08/2005,-20,133.3333333,25.09
01/09/2005,-11.11111111,122.2222222,25.25
02/09/2005,-15.55555556,127.7777778,25.51
03/09/2005,-11.11111111,144.4444444,25.35
04/09/2005,-2.222222222,150,25.39
05/09/2005,2.222222222,138.8888889,24.59
06/09/2005,-6.666666667,150,24.62
07/09/2005,-20,100,25.42
08/09/2005,-11.11111111,111.1111111,25.18
09/09/2005,15.55555556,122.2222222,25.28
10/09/2005,-2.222222222,133.3333333,25.3
11/09/2005,-20,138.8888889,25.61
12/09/2005,-11.11111111,116.6666667,25.21
13/09/2005,-11.11111111,100,25.71
14/09/2005,-6.666666667,138.8888889,25.01
15/09/2005,2.222222222,111.1111111,25.15
16/09/2005,-6.666666667,105.5555556,25.21
17/09/2005,-15.55555556,111.1111111,25.06
18/09/2005,-6.666666667,133.3333333,24.09
19/09/2005,-20,105.5555556,24.55
20/09/2005,20,127.7777778,25.16
21/09/2005,-11.11111111,100,24.81
22/09/2005,6.666666667,127.7777778,24.58
23/09/2005,6.666666667,133.3333333,24.71
24/09/2005,-11.11111111,138.8888889,25.21
25/09/2005,-15.55555556,127.7777778,24.93
26/09/2005,2.222222222,144.4444444,25.51
27/09/2005,-2.222222222,144.4444444,25.06
